dbn,school_name,num_of_sat_test_takers,critical_reading_mean,math_mean,writing_mean,building_code,location_name,location_code,address,geographical_district_code,postcode,latitude,longitude,geo_cat_code
01M292,HENRY STREET SCHOOL FOR INTERNATIONAL STUDIES,29,355,404,363,M056,Henry Street School for International Studies,M292,220 HENRY STREET,1,10002,40.713684,-73.986336,1-4
01M448,UNIVERSITY NEIGHBORHOOD HIGH SCHOOL,91,383,423,366,M446,University Neighborhood High School,M448,200 MONROE STREET,1,10002,40.712399,-73.984497,1-4
01M450,EAST SIDE COMMUNITY SCHOOL,70,377,402,370,M060,East Side Community School,M450,420 EAST 12 STREET,1,10009,40.729589,-73.982555,1-4
01M458,FORSYTH SATELLITE ACADEMY,7,414,401,359,M510,Forsyth Satellite Academy,M458,198 FORSYTH STREET,1,10002,40.72252,-73.990728,1-4
01M509,MARTA VALLE HIGH SCHOOL,44,390,433,384,M025,Marta Valle High School,M509,145 STANTON STREET,1,10002,40.720581,-73.985645,1-4
01M515,LOWER EAST SIDE PREPARATORY HIGH SCHOOL,112,332,557,316,M025,Lower East Side Preparatory High School,M515,145 STANTON STREET,1,10002,40.720581,-73.985645,1-4
01M539,"NEW EXPLORATIONS INTO SCIENCE, TECHNOLOGY AND MATH HIGH SCHOOL",159,522,574,525,M022,"New Explorations into Science, Technology and Math",M539,111 COLUMBIA STREET,1,10002,40.718895,-73.979308,1-4
01M650,CASCADES HIGH SCHOOL,18,417,418,411,M510,Cascades High School,M650,198 FORSYTH STREET,1,10002,40.72252,-73.990728,1-4
01M696,BARD HIGH SCHOOL EARLY COLLEGE,130,624,604,628,M097,Bard High School Early College,M696,525 EAST HOUSTON STREET,1,10002,40.719029,-73.975891,1-4
02M047,47 THE AMERICAN SIGN LANGUAGE AND ENGLISH SECONDARY SCHOOL,16,395,400,387,M047,47 The American Sign Language and English Secondar,M047,223 EAST 23 STREET,2,10010,40.738548,-73.982455,1-4
02M288,FOOD AND FINANCE HIGH SCHOOL,62,409,393,392,M535,Food and Finance High School,M288,525 WEST  50TH STREET,2,10019,40.765184,-73.992953,1-4
02M294,ESSEX STREET ACADEMY,53,394,384,378,M445,Essex Street Academy,M294,350 GRAND STREET,2,10002,40.716778,-73.989337,1-4
02M296,HIGH SCHOOL OF HOSPITALITY MANAGEMENT,58,374,375,362,M535,High School of Hospitality Management,M296,525 WEST  50TH STREET,2,10019,40.765184,-73.992953,1-4
02M298,PACE HIGH SCHOOL,85,423,438,432,M131,Pace High School,M298,100 HESTER STREET,2,10002,40.716553,-73.993092,1-4
02M300,"URBAN ASSEMBLY SCHOOL OF DESIGN AND CONSTRUCTION, THE",48,404,449,416,M535,"Urban Assembly School of Design and Construction,",M300,525 WEST  50TH STREET,2,10019,40.765184,-73.992953,1-4
02M303,"FACING HISTORY SCHOOL, THE",76,353,358,340,M535,"Facing History School, The",M303,525 WEST  50TH STREET,2,10019,40.765184,-73.992953,1-4
02M305,"URBAN ASSEMBLY ACADEMY OF GOVERNMENT AND LAW, THE",50,375,388,385,M445,"Urban Assembly Academy of Government and Law, The",M305,350 GRAND STREET,2,10002,40.716778,-73.989337,1-4
02M308,LOWER MANHATTAN ARTS ACADEMY,40,403,392,405,M445,Lower Manhattan Arts Academy,M308,350 GRAND STREET,2,10002,40.716778,-73.989337,1-4
02M313,"JAMES BALDWIN SCHOOL, THE: A SCHOOL FOR EXPEDITIONARY LEARNING",69,408,390,390,M440,"James Baldwin School, The: A School for Expedition",M313,351 WEST  18 STREET,2,10011,40.742867,-74.002136,1-4
02M316,"URBAN ASSEMBLY SCHOOL OF BUSINESS FOR YOUNG WOMEN, THE",42,373,370,384,M282,"Urban Assembly School of Business for Young Women,",M316,26 BROADWAY,2,10004,40.70568,-74.013302,1-4
02M374,GRAMERCY ARTS HIGH SCHOOL,60,391,391,394,M460,Gramercy Arts High School,M374,40 IRVING PLACE,2,10003,40.735494,-73.987659,1-4
02M376,NYC ISCHOOL,92,473,483,479,M615,NYC iSchool,M376,131 AVENUE OF THE AMERICAS,2,10013,40.7244,-74.004625,1-4
02M394,EMMA LAZARUS HIGH SCHOOL,79,319,512,357,M131,EMMA LAZARUS HIGH SCHOOL,M394,100 HESTER STREET,2,10002,40.716553,-73.993092,1-4
02M400,HIGH SCHOOL FOR ENVIRONMENTAL STUDIES,263,465,493,461,M834,High School for Environmental Studies,M400,444 WEST 56 STREET,2,10019,40.767791,-73.987531,1-4
02M407,INSTITUTE FOR COLLABORATIVE EDUCATION,54,492,465,467,M475,Institute for Collaborative Education,M407,345 EAST  15TH STREET,2,10003,40.732447,-73.983031,1-4
02M408,PROFESSIONAL PERFORMING ARTS HIGH SCHOOL,94,509,490,523,M017,Professional Performing Arts High School,M408,328 WEST  48 STREET,2,10036,40.761448,-73.988019,1-4
02M411,BARUCH COLLEGE CAMPUS HIGH SCHOOL,104,496,563,518,M874,Baruch College Campus High School,M411,55 EAST  25 STREET,2,10010,40.74193,-73.986521,1-4
02M412,N.Y.C. LAB SCHOOL FOR COLLABORATIVE STUDIES,114,537,590,550,M070,N.Y.C. Lab School for Collaborative Studies,M412,333 WEST  17 STREET,2,10011,40.742129,-74.002198,1-4
02M413,SCHOOL OF THE FUTURE HIGH SCHOOL,66,517,533,515,M660,School of the Future High School,M413,127 EAST  22 STREET,2,10010,40.738952,-73.985479,1-4
02M414,N.Y.C. MUSEUM SCHOOL,103,468,492,459,M070,N.Y.C. Museum School,M414,333 WEST  17 STREET,2,10011,40.742129,-74.002198,1-4
02M416,ELEANOR ROOSEVELT HIGH SCHOOL,127,572,594,592,M855,Eleanor Roosevelt High School,M416,411 EAST 76 STREET,2,10021,40.770187,-73.953608,1-4
02M418,MILLENNIUM HIGH SCHOOL,144,528,553,533,M824,Millennium High School,M418,75 BROAD STREET,2,10004,40.704487,-74.011556,1-4
02M419,LANDMARK HIGH SCHOOL,62,390,399,381,M440,Landmark High School,M419,351 WEST  18 STREET,2,10011,40.742867,-74.002136,1-4
02M420,HIGH SCHOOL FOR HEALTH PROFESSIONS AND HUMAN SERVICES,336,429,449,428,M475,High School for Health Professions and Human Servi,M420,345 EAST  15TH STREET,2,10003,40.732447,-73.983031,1-4
02M425,LEADERSHIP AND PUBLIC SERVICE HIGH SCHOOL,84,416,426,391,M894,Leadership and Public Service High School,M425,90 TRINITY PLACE,2,10006,40.70873,-74.012332,1-4
02M429,LEGACY SCHOOL FOR INTEGRATED STUDIES,29,356,357,349,M883,Legacy School for Integrated Studies,M429,34 WEST  14 STREET,2,10011,40.736518,-73.994858,1-4
02M439,MANHATTAN VILLAGE ACADEMY,95,441,473,458,M873,Manhattan Village Academy,M439,43 WEST  22 STREET,2,10010,40.741497,-73.991512,1-4
02M449,VANGUARD HIGH SCHOOL,72,395,416,388,M480,Vanguard High School,M449,317 EAST  67 STREET,2,10065,40.765359,-73.960059,1-4
02M459,MANHATTAN INTERNATIONAL HIGH SCHOOL,49,376,460,391,M480,Manhattan International High School,M459,317 EAST  67 STREET,2,10065,40.765359,-73.960059,1-4
02M460,WASHINGTON IRVING HIGH SCHOOL,151,373,387,360,M460,Washington Irving High School,M460,40 IRVING PLACE,2,10003,40.735494,-73.987659,1-4
02M475,STUYVESANT HIGH SCHOOL,832,679,735,682,M477,Stuyvesant High School,M475,345 CHAMBERS STREET,2,10282,40.71759,-74.013748,1-4
02M489,HIGH SCHOOL OF ECONOMICS AND FINANCE,167,443,489,442,M833,High School of Economics and Finance,M489,100 TRINITY PLACE,2,10006,40.709196,-74.012022,1-4
02M500,UNITY CENTER FOR URBAN TECHNOLOGIES,25,370,349,351,M620,Unity Center for Urban Technologies,M500,111 EAST  33RD STREET,2,10016,40.746176,-73.981241,1-4
02M519,TALENT UNLIMITED HIGH SCHOOL,81,469,472,475,M480,Talent Unlimited High School,M519,317 EAST  67 STREET,2,10065,40.765359,-73.960059,1-4
02M520,MURRY BERGTRAUM HIGH SCHOOL FOR BUSINESS CAREERS,264,407,440,393,M520,Murry Bergtraum High School for Business Careers,M520,411 PEARL STREET,2,10038,40.711442,-74.000851,1-4
02M529,JACQUELINE KENNEDY ONASSIS HIGH SCHOOL,131,414,425,400,M486,Jacqueline Kennedy Onassis High School,M529,120 WEST  46 STREET,2,10036,40.757729,-73.983078,1-4
02M531,REPERTORY COMPANY HIGH SCHOOL FOR THEATRE ARTS,42,429,404,420,M896,Repertory Company High School for Theatre Arts,M531,123 WEST  43 STREET,2,10036,40.755843,-73.984382,1-4
02M542,MANHATTAN BRIDGES HIGH SCHOOL,66,336,378,344,M535,Manhattan Bridges High School,M542,525 WEST  50TH STREET,2,10019,40.765184,-73.992953,1-4
02M543,NEW DESIGN HIGH SCHOOL,73,391,395,382,M445,New Design High School,M543,350 GRAND STREET,2,10002,40.716778,-73.989337,1-4
02M544,INDEPENDENCE HIGH SCHOOL,14,389,371,335,M834,Independence High School,M544,850 10TH AVENUE,2,10019,40.768343,-73.989108,1-4
02M545,HIGH SCHOOL FOR DUAL LANGUAGE AND ASIAN STUDIES,78,412,581,431,M445,High School for Dual Language and Asian Studies,M545,350 GRAND STREET,2,10002,40.716778,-73.989337,1-4
02M550,LIBERTY HIGH SCHOOL ACADEMY FOR NEWCOMERS,26,368,436,352,M451,Liberty High School Academy for Newcomers,M550,250 WEST  18 STREET,2,10011,40.741657,-73.999307,1-4
02M551,THE URBAN ASSEMBLY NEW YORK HARBOR SCHOOL,77,405,423,384,M877,Urban Assembly New York Harbor School,M551,"10 SOUTH STREET, SLIP 7",2,10004,40.701695,-74.011631,1-4
02M560,HIGH SCHOOL M560 s CITY AS SCHOOL,56,498,440,477,M641,High School M560 - City As School,M560,16 CLARKSON STREET,2,10014,40.729412,-74.006148,1-4
02M565,URBAN ACADEMY LABORATORY HIGH SCHOOL,30,527,508,512,M480,Urban Academy Laboratory High School,M565,317 EAST  67 STREET,2,10065,40.765359,-73.960059,1-4
02M570,SATELLITE ACADEMY HIGH SCHOOL,33,350,337,345,M920,Satellite Academy High School,M570,120 WEST  30 STREET,2,10001,40.747621,-73.990454,1-4
02M575,MANHATTAN COMPREHENSIVE NIGHT AND DAY HIGH SCHOOL,121,345,517,343,M661,Manhattan Comprehensive Night and Day High School,M575,240 2 AVENUE,2,10003,40.732716,-73.984665,1-4
02M580,RICHARD R. GREEN HIGH SCHOOL OF TEACHING,84,408,384,403,M282,Richard R. Green High School of Teaching,M580,26 BROADWAY,2,10004,40.70568,-74.013302,1-4
02M586,HARVEY MILK HIGH SCHOOL,9,458,416,429,M807,Harvey Milk High School,M586,2-10 ASTOR PLACE,2,10003,40.730038,-73.992632,1-4
02M600,THE HIGH SCHOOL OF FASHION INDUSTRIES,335,423,423,411,M600,The High School of Fashion Industries,M600,225 WEST  24 STREET,2,10011,40.745156,-73.996074,1-4
02M605,HUMANITIES PREPARATORY ACADEMY,36,426,403,426,M440,Humanities Preparatory Academy,M605,351 WEST  18 STREET,2,10011,40.742867,-74.002136,1-4
02M615,CHELSEA CAREER AND TECHNICAL EDUCATION HIGH SCHOOL,83,399,418,390,M615,Chelsea Career and Technical Education High School,M615,131 AVENUE OF THE AMERICAS,2,10013,40.7244,-74.004625,1-4
02M620,NORMAN THOMAS HIGH SCHOOL,154,370,379,359,M620,Norman Thomas High School,M620,111 EAST  33RD STREET,2,10016,40.746176,-73.981241,1-4
02M625,HIGH SCHOOL OF GRAPHIC COMMUNICATION ARTS,191,395,382,376,M625,High School of Graphic Communication Arts,M625,439 WEST 49TH STREET,2,10019,40.76337,-73.990593,1-4
02M630,ART AND DESIGN HIGH SCHOOL,270,444,441,430,M488,Art and Design High School,M630,231-249 EAST 56 STREET,2,10022,40.75924,-73.967203,1-4
02M655,LIFE SCIENCES SECONDARY SCHOOL,61,409,424,403,M645,Life Sciences Secondary School,M655,320 EAST  96 STREET,2,10128,40.783625,-73.945637,1-4
03M283,MANHATTAN THEATRE LAB HIGH SCHOOL,27,406,379,408,M490,Manhattan Theatre Lab High School,M283,122 AMSTERDAM AVENUE,3,10023,40.774351,-73.984753,1-4
03M299,"HIGH SCHOOL FOR ARTS, IMAGINATION AND INQUIRY",49,374,384,374,M490,"High School for Arts, Imagination and Inquiry",M299,122 AMSTERDAM AVENUE,3,10023,40.774351,-73.984753,1-4
03M307,"URBAN ASSEMBLY SCHOOL FOR MEDIA STUDIES, THE",41,384,390,370,M490,"Urban Assembly School for Media Studies, The",M307,122 AMSTERDAM AVENUE,3,10023,40.774351,-73.984753,1-4
03M404,INNOVATION DIPLOMA PLUS,12,416,403,381,M470,Innovation Diploma Plus,M404,145 WEST  84 STREET,3,10024,40.785803,-73.974614,1-4
03M415,WADLEIGH SECONDARY SCHOOL FOR THE PERFORMING & VISUAL ARTS,32,371,368,370,M088,Wadleigh Secondary School for the Performing & Vis,M415,215 WEST 114 STREET,3,10026,40.802207,-73.954142,1-4
03M479,BEACON HIGH SCHOOL,261,577,575,592,M837,Beacon High School,M479,227-243 WEST 61ST STREET,3,10023,40.772007,-73.987479,1-4
03M485,FIORELLO H. LAGUARDIA HIGH SCHOOL OF MUSIC & ART AND PERFORMING ARTS,531,566,564,577,M485,Fiorello H. LaGuardia High School of Music & Art a,M485,100 AMSTERDAM AVENUE,3,10023,40.773629,-73.985273,1-4
03M492,"HIGH SCHOOL FOR LAW, ADVOCACY AND COMMUNITY JUSTICE",66,396,398,402,M490,"High School for Law, Advocacy and Community Justic",M492,122 AMSTERDAM AVENUE,3,10023,40.774351,-73.984753,1-4
03M494,HIGH SCHOOL OF ARTS AND TECHNOLOGY,75,433,433,411,M490,High School of Arts and Technology,M494,122 AMSTERDAM AVENUE,3,10023,40.774351,-73.984753,1-4
03M505,EDWARD A. REYNOLDS WEST SIDE HIGH SCHOOL,35,401,369,351,M506,Edward A. Reynolds West Side High School,M505,140 WEST 102 STREET,3,10025,40.797559,-73.966837,1-4
03M541,MANHATTAN / HUNTER SCIENCE HIGH SCHOOL,111,473,506,467,M490,Manhattan / Hunter Science High School,M541,122 AMSTERDAM AVENUE,3,10023,40.774351,-73.984753,1-4
03M860,FREDERICK DOUGLASS ACADEMY II SECONDARY SCHOOL,43,356,379,361,M088,Frederick Douglass Academy II Secondary School,M860,215 WEST 114 STREET,3,10026,40.802207,-73.954142,1-4
04M409,COALITION SCHOOL FOR SOCIAL CHANGE,48,354,357,373,M045,Coalition School for Social Change,M409,2351 1ST AVENUE,4,10035,40.798884,-73.933319,1-4
04M435,MANHATTAN CENTER FOR SCIENCE AND MATHEMATICS,375,461,514,455,M435,Manhattan Center for Science and Mathematics,M435,260 PLEASANT AVENUE,4,10029,40.793856,-73.934028,1-4
04M495,PARK EAST HIGH SCHOOL,51,373,379,376,M495,Park East High School,M495,230 EAST 105 STREET,4,10029,40.790543,-73.944356,1-4
04M555,CENTRAL PARK EAST HIGH SCHOOL,73,405,421,395,M013,Central Park East High School,M555,1573 MADISON AVENUE,4,10029,40.793763,-73.949381,1-4
04M610,YOUNG WOMEN'S LEADERSHIP SCHOOL,70,432,446,448,M895,Young Women's Leadership School,M610,105 EAST 106 STREET,4,10029,40.792741,-73.947428,1-4
04M635,ACADEMY OF ENVIRONMENTAL SCIENCE SECONDARY HIGH SCHOOL,48,369,369,357,M099,Academy of Environmental Science Secondary High Sc,M635,410 EAST 100 STREET,4,10029,40.785671,-73.942548,1-4
04M680,"HERITAGE SCHOOL, THE",31,358,351,345,M107,"Heritage School, The",M680,1680 LEXINGTON AVENUE,4,10029,40.791881,-73.946558,1-4
05M285,HARLEM RENAISSANCE HIGH SCHOOL,29,357,318,333,M911,Harlem Renaissance High School,M285,22 EAST 128 STREET,5,10035,40.807987,-73.940061,5-8
05M304,MOTT HALL HIGH SCHOOL,54,413,399,398,M136,Mott Hall High School,M304,6 EDGECOMBE AVENUE,5,10030,40.817372,-73.947712,5-8
05M367,ACADEMY FOR SOCIAL ACTION: A COLLEGE BOARD SCHOOL,33,354,366,342,M043,Academy for Social Action: A College Board School,M367,509 WEST 129 STREET,5,10027,40.815256,-73.955325,5-8
05M369,URBAN ASSEMBLY SCHOOL FOR THE PERFORMING ARTS,56,360,353,364,M043,Urban Assembly School for the Performing Arts,M369,509 WEST 129 STREET,5,10027,40.815256,-73.955325,5-8
05M469,CHOIR ACADEMY OF HARLEM,20,354,360,385,M501,Choir Academy of Harlem,M469,2005 MADISON AVENUE,5,10035,40.807383,-73.939433,5-8
05M499,FREDERICK DOUGLASS ACADEMY,214,458,474,442,M010,Frederick Douglass Academy,M499,2581 7TH AVENUE,5,10039,40.824319,-73.93712,5-8
05M670,THURGOOD MARSHALL ACADEMY FOR LEARNING AND SOCIAL CHANGE,66,396,402,404,M970,Thurgood Marshall Academy for Learning and Social,M670,200-214 WEST 135TH STREET,5,10030,40.815509,-73.944202,5-8
05M685,BREAD & ROSES INTEGRATED ARTS HIGH SCHOOL,61,369,361,355,M136,Bread & Roses Integrated Arts High School,M685,6 EDGECOMBE AVENUE,5,10030,40.817372,-73.947712,5-8
05M692,"HIGH SCHOOL FOR MATHEMATICS, SCIENCE AND ENGINEERING AT CITY COLLEGE",101,605,654,588,M812,"High School for Mathematics, Science and Engineeri",M692,240 CONVENT AVE,5,10031,40.82074,-73.949097,5-8
06M293,CITY COLLEGE ACADEMY OF THE ARTS,60,408,446,416,M218,City College Academy of the Arts,M293,4600 BROADWAY,6,10040,40.86079,-73.930672,5-8
06M346,COMMUNITY HEALTH ACADEMY OF THE HEIGHTS,55,362,376,367,M814,Community Health Academy of the Heights,M346,504 WEST 158TH STREET,6,10032,40.833687,-73.942072,5-8
06M348,WASHINGTON HEIGHTS EXPEDITIONARY LEARNING SCHOOL,70,380,395,399,M143,Washington Heights Expeditionary Learning School,M348,511 WEST 182ND STREET,6,10033,40.848908,-73.930948,5-8
06M457,GEORGE WASHINGTON YABC,7,394,357,346,M465,George Washington Yabc,M457,549 AUDUBON AVENUE,6,10040,40.855954,-73.927051,5-8
06M462,HIGH SCHOOL FOR INTERNATIONAL BUSINESS AND FINANCE,76,365,384,378,M465,The College Academy,M462,549 AUDUBON AVENUE,6,10040,40.855954,-73.927051,5-8
06M463,HIGH SCHOOL FOR MEDIA AND COMMUNICATIONS,63,369,380,349,M465,High School for Media and Communications,M463,549 AUDUBON AVENUE,6,10040,40.855954,-73.927051,5-8
06M467,HIGH SCHOOL FOR LAW AND PUBLIC SERVICE,94,363,378,361,M465,High School for Law and Public Service,M467,549 AUDUBON AVENUE,6,10040,40.855954,-73.927051,5-8
06M468,HIGH SCHOOL FOR HEALTH CAREERS AND SCIENCES,24,400,422,402,M465,High School for Health Careers and Sciences,M468,549 AUDUBON AVENUE,6,10040,40.855954,-73.927051,5-8
06M540,A. PHILIP RANDOLPH CAMPUS HIGH SCHOOL,228,430,456,423,M540,A. Philip Randolph Campus High School,M540,443 WEST 135 STREET,6,10031,40.818188,-73.950356,5-8
07X221,SOUTH BRONX PREPARATORY: A COLLEGE BOARD SCHOOL,65,364,378,348,X149,South Bronx Preparatory: A College Board School,X221,360 EAST 145 STREET,7,10454,40.813983,-73.920782,5-8
07X321,CROTONA ACADEMY HIGH SCHOOL,9,379,364,382,X963,Crotona Academy High School,X321,639 ST. ANNS AVENUE,7,10455,40.816532,-73.911747,5-8
07X334,INTERNATIONAL COMMUNITY HIGH SCHOOL,34,310,324,311,X139,International Community High School,X334,345 BROOK AVENUE,7,10454,40.81004,-73.917792,5-8
07X427,COMMUNITY SCHOOL FOR SOCIAL JUSTICE,43,361,359,357,X884,Community School for Social Justice,X427,350 GERARD AVENUE,7,10451,40.815938,-73.930386,5-8
07X473,MOTT HAVEN VILLAGE PREPARATORY HIGH SCHOOL,63,351,375,371,X470,Mott Haven Village Preparatory High School,X473,701 ST. ANNS AVENUE,7,10455,40.81825,-73.91103,5-8
07X495,UNIVERSITY HEIGHTS SECONDARY SCHOOL,79,403,394,404,X470,University Heights Secondary School,X495,701 ST. ANNS AVENUE,7,10455,40.81825,-73.91103,5-8
07X500,HOSTOSsLINCOLN ACADEMY OF SCIENCE,66,420,426,411,X162,Hostos-Lincoln Academy of Science,X500,600 SAINT ANN'S AVENUE,7,10455,40.815498,-73.91224,5-8
07X520,FOREIGN LANGUAGE ACADEMY OF GLOBAL STUDIES,64,399,396,391,X155,Foreign Language Academy of Global Studies,X520,470 JACKSON AVENUE,7,10455,40.811162,-73.909804,5-8
07X527,BRONX LEADERSHIP ACADEMY II HIGH SCHOOL,62,362,378,363,X790,Bronx Leadership Academy II High School,X527,730 CONCOURSE VILLAGE WEST,7,10451,40.82231,-73.923829,5-8
07X547,NEW EXPLORERS HIGH SCHOOL,28,367,356,361,X790,New Explorers High School,X547,730 CONCOURSE VILLAGE WEST,7,10451,40.82231,-73.923829,5-8
07X548,URBAN ASSEMBLY SCHOOL FOR CAREERS IN SPORTS,44,387,411,383,X790,Urban Assembly School for Careers in Sports,X548,730 CONCOURSE VILLAGE WEST,7,10451,40.82231,-73.923829,5-8
07X551,BRONX ACADEMY OF LETTERS,51,413,381,407,X183,The Urban Assembly Bronx Academy of Letters,X551,339 MORRIS AVENUE,7,10451,40.813641,-73.925313,5-8
07X600,ALFRED E. SMITH CAREER AND TECHNICAL EDUCATION HIGH SCHOOL,76,394,400,364,X600,Alfred E. Smith Career and Technical Education Hig,X600,333 EAST 151 STREET,7,10451,40.818232,-73.919867,5-8
07X655,SAMUEL GOMPERS CAREER AND TECHNICAL EDUCATION HIGH SCHOOL,47,398,416,370,X655,Samuel Gompers Career and Technical Education High,X655,455 SOUTHERN BLVD,7,10455,40.810803,-73.907015,5-8
07X670,HEALTH OPPORTUNITIES HIGH SCHOOL,114,363,368,364,X884,Health Opportunities High School,X670,350 GERARD AVENUE,7,10451,40.815938,-73.930386,5-8
08X282,WOMEN'S ACADEMY OF EXCELLENCE,44,407,386,378,X174,Women's Academy of Excellence,X282,456 WHITE PLAINS ROAD,8,10473,40.814833,-73.85658,5-8
08X293,RENAISSANCE HIGH SCHOOL FOR MUSICAL THEATER & TECHNOLOGY,52,384,385,389,X405,Renaissance High School for Musical Theater & Tech,X293,3000 EAST TREMONT AVENUE,8,10461,40.840702,-73.838545,5-8
08X295,GATEWAY SCHOOL FOR ENVIRONMENTAL RESEARCH AND TECHNOLOGY,41,416,390,394,X450,Gateway School for Environmental Research and Tech,X295,1980 LAFAYETTE AVENUE,8,10473,40.82229,-73.856167,5-8
08X305,PABLO NERUDA ACADEMY FOR ARCHITECTURE AND WORLD STUDIES,67,337,361,340,X450,Pablo Neruda Academy,X305,1980 LAFAYETTE AVENUE,8,10473,40.82229,-73.856167,5-8
08X312,MILLENNIUM ART ACADEMY,67,387,402,375,X450,Millennium Art Academy,X312,1980 LAFAYETTE AVENUE,8,10473,40.82229,-73.856167,5-8
08X332,HOLCOMBE L. RUCKER SCHOOL OF COMMUNITY RESEARCH,39,363,371,350,X039,Holcombe L. Rucker School of Community Research,X332,965 LONGWOOD AVENUE,8,10459,40.817512,-73.898212,5-8
08X377,BRONX COMMUNITY HIGH SCHOOL,9,367,369,376,X450,Bronx Community High School,X377,1980 LAFAYETTE AVENUE,8,10473,40.82229,-73.856167,5-8
08X405,HERBERT H. LEHMAN HIGH SCHOOL,415,412,436,393,X405,Herbert H. Lehman High School.,X405,3000 EAST TREMONT AVENUE,8,10461,40.840702,-73.838545,5-8
08X408,HERBERT H. LEHMAN YABC,6,402,373,413,X405,Herbert H. Lehman Yabc,X408,3000 EAST TREMONT AVENUE,8,10461,40.840702,-73.838545,5-8
08X452,BRONX GUILD,39,369,371,365,X450,Bronx Guild,X452,1980 LAFAYETTE AVENUE,8,10473,40.82229,-73.856167,5-8
08X519,"FELISA RINCON DE GAUTIER INSTITUTE FOR LAW AND PUBLIC POLICY, THE",68,373,370,356,X972,Felisa Rincon de Gautier Institute for Law and Pub,X519,1440 STORY AVENUE,8,10473,40.821146,-73.881479,5-8
08X530,BANANA KELLY HIGH SCHOOL,54,373,381,377,X039,Banana Kelly High School,X530,965 LONGWOOD AVENUE,8,10459,40.817512,-73.898212,5-8
08X540,SCHOOL FOR COMMUNITY RESEARCH AND LEARNING,16,366,400,368,X450,School for Community Research and Learning,X540,1980 LAFAYETTE AVENUE,8,10473,40.82229,-73.856167,5-8
08X650,JANE ADDAMS HIGH SCHOOL FOR ACADEMIC CAREERS,78,377,359,376,X650,Jane Addams High School for Academic Careers,X650,900 TINTON AVENUE,8,10456,40.821675,-73.903546,5-8
09X227,BRONX EXPEDITIONARY LEARNING HIGH SCHOOL,39,324,376,349,X410,Bronx Collegiate Academy,X227,240 EAST 172 STREET,9,10457,40.840422,-73.91091,9-12
09X231,EAGLE ACADEMY FOR YOUNG MEN,78,373,387,374,X465,Eagle Academy for Young Men,X231,4143 THIRD AVENUE,9,10457,40.844958,-73.89705,9-12
09X239,"URBAN ASSEMBLY ACADEMY FOR HISTORY AND CITIZENSHIP FOR YOUNG MEN, THE",33,372,355,357,X410,Urban Assembly Academy for History and Citizenship,X239,240 EAST 172 STREET,9,10457,40.840422,-73.91091,9-12
09X241,"URBAN ASSEMBLY SCHOOL FOR APPLIED MATH AND SCIENCE, THE",80,411,464,415,X970,Urban Assembly School for Applied Math and Science,X241,1595 BATHGATE AVENUE,9,10457,40.839244,-73.901316,9-12
09X250,EXIMIUS COLLEGE PREPARATORY ACADEMY: A COLLEGE BOARD SCHOOL,50,393,394,382,X002,Eximius College Preparatory Academy: A College Boa,X250,1363 FULTON AVENUE,9,10456,40.833665,-73.902499,9-12
